GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BE2001
"G1800950","1930","Indiana","180","Madison","0950","Madison",84.1
"G1800970","1930","Indiana","180","Marion","0970","Marion",68.6
"G1800990","1930","Indiana","180","Marshall","0990","Marshall",102.9
"G1801010","1930","Indiana","180","Martin","1010","Martin",133.2
"G1801030","1930","Indiana","180","Miami","1030","Miami",108.2
"G1801050","1930","Indiana","180","Monroe","1050","Monroe",98.0
"G1801070","1930","Indiana","180","Montgomery","1070","Montgomery",126.6
"G1801090","1930","Indiana","180","Morgan","1090","Morgan",108.0
"G1801110","1930","Indiana","180","Newton","1110","Newton",241.6
"G1801130","1930","Indiana","180","Noble","1130","Noble",106.4
"G1801150","1930","Indiana","180","Ohio","1150","Ohio",91.7
"G1801170","1930","Indiana","180","Orange","1170","Orange",117.3
"G1801190","1930","Indiana","180","Owen","1190","Owen",120.3
"G1801210","1930","Indiana","180","Parke","1210","Parke",125.0
"G1801230","1930","Indiana","180","Perry","1230","Perry",125.4
"G1801250","1930","Indiana","180","Pike","1250","Pike",82.0
"G1801270","1930","Indiana","180","Porter","1270","Porter",124.3
"G1801290","1930","Indiana","180","Posey","1290","Posey",124.5
"G1801310","1930","Indiana","180","Pulaski","1310","Pulaski",156.7
"G1801330","1930","Indiana","180","Putnam","1330","Putnam",110.0
"G1801350","1930","Indiana","180","Randolph","1350","Randolph",96.0
"G1801370","1930","Indiana","180","Ripley","1370","Ripley",97.0
"G1801390","1930","Indiana","180","Rush","1390","Rush",132.7
"G1801410","1930","Indiana","180","St Joseph","1410","St Joseph",103.5
"G1801430","1930","Indiana","180","Scott","1430","Scott",91.8
"G1801450","1930","Indiana","180","Shelby","1450","Shelby",103.4
"G1801470","1930","Indiana","180","Spencer","1470","Spencer",102.2
"G1801490","1930","Indiana","180","Starke","1490","Starke",120.8
"G1801510","1930","Indiana","180","Steuben","1510","Steuben",106.5
"G1801530","1930","Indiana","180","Sullivan","1530","Sullivan",87.9
"G1801550","1930","Indiana","180","Switzerland","1550","Switzerland",82.9
"G1801570","1930","Indiana","180","Tippecanoe","1570","Tippecanoe",136.6
"G1801590","1930","Indiana","180","Tipton","1590","Tipton",93.7
"G1801610","1930","Indiana","180","Union","1610","Union",142.9
"G1801630","1930","Indiana","180","Vanderburgh","1630","Vanderburgh",83.3
"G1801650","1930","Indiana","180","Vermillion","1650","Vermillion",130.4
"G1801670","1930","Indiana","180","Vigo","1670","Vigo",84.3
"G1801690","1930","Indiana","180","Wabash","1690","Wabash",109.8
"G1801710","1930","Indiana","180","Warren","1710","Warren",177.7
"G1801730","1930","Indiana","180","Warrick","1730","Warrick",91.5
"G1801750","1930","Indiana","180","Washington","1750","Washington",124.5
"G1801770","1930","Indiana","180","Wayne","1770","Wayne",109.9
"G1801790","1930","Indiana","180","Wells","1790","Wells",96.8
"G1801810","1930","Indiana","180","White","1810","White",167.1
"G1801830","1930","Indiana","180","Whitley","1830","Whitley",98.9
"G1900010","1930","Iowa","190","Adair","0010","Adair",169.9
"G1900030","1930","Iowa","190","Adams","0030","Adams",158.2
"G1900050","1930","Iowa","190","Allamakee","0050","Allamakee",175.8
"G1900070","1930","Iowa","190","Appanoose","0070","Appanoose",142.0
"G1900090","1930","Iowa","190","Audubon","0090","Audubon",154.7
"G1900110","1930","Iowa","190","Benton","0110","Benton",170.3
"G1900130","1930","Iowa","190","Black Hawk","0130","Black Hawk",141.0
"G1900150","1930","Iowa","190","Boone","0150","Boone",137.2
"G1900170","1930","Iowa","190","Bremer","0170","Bremer",132.4
"G1900190","1930","Iowa","190","Buchanan","0190","Buchanan",151.7
"G1900210","1930","Iowa","190","Buena Vista","0210","Buena Vista",171.4
"G1900230","1930","Iowa","190","Butler","0230","Butler",154.5
"G1900250","1930","Iowa","190","Calhoun","0250","Calhoun",164.7
"G1900270","1930","Iowa","190","Carroll","0270","Carroll",160.9
"G1900290","1930","Iowa","190","Cass","0290","Cass",161.0
"G1900310","1930","Iowa","190","Cedar","0310","Cedar",158.1
"G1900330","1930","Iowa","190","Cerro Gordo","0330","Cerro Gordo",172.3
"G1900350","1930","Iowa","190","Cherokee","0350","Cherokee",194.4
"G1900370","1930","Iowa","190","Chickasaw","0370","Chickasaw",153.5
"G1900390","1930","Iowa","190","Clarke","0390","Clarke",171.4
"G1900410","1930","Iowa","190","Clay","0410","Clay",192.5
"G1900430","1930","Iowa","190","Clayton","0430","Clayton",155.1
"G1900450","1930","Iowa","190","Clinton","0450","Clinton",149.4
"G1900470","1930","Iowa","190","Crawford","0470","Crawford",175.8
"G1900490","1930","Iowa","190","Dallas","0490","Dallas",152.5
"G1900510","1930","Iowa","190","Davis","0510","Davis",156.7
"G1900530","1930","Iowa","190","Decatur","0530","Decatur",161.9
"G1900550","1930","Iowa","190","Delaware","0550","Delaware",157.3
"G1900570","1930","Iowa","190","Des Moines","0570","Des Moines",138.6
"G1900590","1930","Iowa","190","Dickinson","0590","Dickinson",189.7
"G1900610","1930","Iowa","190","Dubuque","0610","Dubuque",159.1
"G1900630","1930","Iowa","190","Emmet","0630","Emmet",193.0
"G1900650","1930","Iowa","190","Fayette","0650","Fayette",145.9
"G1900670","1930","Iowa","190","Floyd","0670","Floyd",163.1
"G1900690","1930","Iowa","190","Franklin","0690","Franklin",173.8
"G1900710","1930","Iowa","190","Fremont","0710","Fremont",158.7
"G1900730","1930","Iowa","190","Greene","0730","Greene",171.1
"G1900750","1930","Iowa","190","Grundy","0750","Grundy",176.9
"G1900770","1930","Iowa","190","Guthrie","0770","Guthrie",151.9
"G1900790","1930","Iowa","190","Hamilton","0790","Hamilton",163.8
"G1900810","1930","Iowa","190","Hancock","0810","Hancock",181.9
"G1900830","1930","Iowa","190","Hardin","0830","Hardin",161.1
"G1900850","1930","Iowa","190","Harrison","0850","Harrison",145.3
"G1900870","1930","Iowa","190","Henry","0870","Henry",132.9
"G1900890","1930","Iowa","190","Howard","0890","Howard",165.5
"G1900910","1930","Iowa","190","Humboldt","0910","Humboldt",181.4
"G1900930","1930","Iowa","190","Ida","0930","Ida",189.8
"G1900950","1930","Iowa","190","Iowa","0950","Iowa",167.0
"G1900970","1930","Iowa","190","Jackson","0970","Jackson",173.6
"G1900990","1930","Iowa","190","Jasper","0990","Jasper",146.9
"G1901010","1930","Iowa","190","Jefferson","1010","Jefferson",137.8
"G1901030","1930","Iowa","190","Johnson","1030","Johnson",145.6
"G1901050","1930","Iowa","190","Jones","1050","Jones",162.6
"G1901070","1930","Iowa","190","Keokuk","1070","Keokuk",132.0
"G1901090","1930","Iowa","190","Kossuth","1090","Kossuth",197.3
"G1901110","1930","Iowa","190","Lee","1110","Lee",141.2
"G1901130","1930","Iowa","190","Linn","1130","Linn",114.5
"G1901150","1930","Iowa","190","Louisa","1150","Louisa",168.0
"G1901170","1930","Iowa","190","Lucas","1170","Lucas",159.8
"G1901190","1930","Iowa","190","Lyon","1190","Lyon",199.0
"G1901210","1930","Iowa","190","Madison","1210","Madison",161.1
"G1901230","1930","Iowa","190","Mahaska","1230","Mahaska",125.4
"G1901250","1930","Iowa","190","Marion","1250","Marion",140.9
"G1901270","1930","Iowa","190","Marshall","1270","Marshall",150.6
"G1901290","1930","Iowa","190","Mills","1290","Mills",160.1
"G1901310","1930","Iowa","190","Mitchell","1310","Mitchell",164.1
"G1901330","1930","Iowa","190","Monona","1330","Monona",186.9
"G1901350","1930","Iowa","190","Monroe","1350","Monroe",149.5
"G1901370","1930","Iowa","190","Montgomery","1370","Montgomery",164.9
"G1901390","1930","Iowa","190","Muscatine","1390","Muscatine",138.9
"G1901410","1930","Iowa","190","O Brien","1410","O Brien",181.6
"G1901430","1930","Iowa","190","Osceola","1430","Osceola",194.8
"G1901450","1930","Iowa","190","Page","1450","Page",151.0
"G1901470","1930","Iowa","190","Palo Alto","1470","Palo Alto",184.4
"G1901490","1930","Iowa","190","Plymouth","1490","Plymouth",188.5
"G1901510","1930","Iowa","190","Pocahontas","1510","Pocahontas",174.3
"G1901530","1930","Iowa","190","Polk","1530","Polk",105.4
"G1901550","1930","Iowa","190","Pottawattamie","1550","Pottawattamie",142.3
"G1901570","1930","Iowa","190","Poweshiek","1570","Poweshiek",162.0
"G1901590","1930","Iowa","190","Ringgold","1590","Ringgold",170.3
"G1901610","1930","Iowa","190","Sac","1610","Sac",184.1
"G1901630","1930","Iowa","190","Scott","1630","Scott",120.7
"G1901650","1930","Iowa","190","Shelby","1650","Shelby",171.0
"G1901670","1930","Iowa","190","Sioux","1670","Sioux",162.8
"G1901690","1930","Iowa","190","Story","1690","Story",151.0
"G1901710","1930","Iowa","190","Tama","1710","Tama",161.9
"G1901730","1930","Iowa","190","Taylor","1730","Taylor",151.2
"G1901750","1930","Iowa","190","Union","1750","Union",157.9
"G1901770","1930","Iowa","190","Van Buren","1770","Van Buren",151.6
"G1901790","1930","Iowa","190","Wapello","1790","Wapello",126.2
"G1901810","1930","Iowa","190","Warren","1810","Warren",139.7
"G1901830","1930","Iowa","190","Washington","1830","Washington",144.2
"G1901850","1930","Iowa","190","Wayne","1850","Wayne",172.0
"G1901870","1930","Iowa","190","Webster","1870","Webster",165.0
"G1901890","1930","Iowa","190","Winnebago","1890","Winnebago",150.8
"G1901910","1930","Iowa","190","Winneshiek","1910","Winneshiek",147.9
"G1901930","1930","Iowa","190","Woodbury","1930","Woodbury",160.2
"G1901950","1930","Iowa","190","Worth","1950","Worth",168.8
"G1901970","1930","Iowa","190","Wright","1970","Wright",184.0
"G2000010","1930","Kansas","200","Allen","0010","Allen",153.3
"G2000030","1930","Kansas","200","Anderson","0030","Anderson",177.6
"G2000050","1930","Kansas","200","Atchison","0050","Atchison",144.3
"G2000070","1930","Kansas","200","Barber","0070","Barber",650.9
"G2000090","1930","Kansas","200","Barton","0090","Barton",321.2
"G2000110","1930","Kansas","200","Bourbon","0110","Bourbon",162.8
"G2000130","1930","Kansas","200","Brown","0130","Brown",160.8
"G2000150","1930","Kansas","200","Butler","0150","Butler",313.5
"G2000170","1930","Kansas","200","Chase","0170","Chase",479.1
"G2000190","1930","Kansas","200","Chautauqua","0190","Chautauqua",274.6
"G2000210","1930","Kansas","200","Cherokee","0210","Cherokee",139.1
"G2000230","1930","Kansas","200","Cheyenne","0230","Cheyenne",550.2
"G2000250","1930","Kansas","200","Clark","0250","Clark",934.2
"G2000270","1930","Kansas","200","Clay","0270","Clay",208.4
"G2000290","1930","Kansas","200","Cloud","0290","Cloud",212.9
"G2000310","1930","Kansas","200","Coffey","0310","Coffey",183.0
"G2000330","1930","Kansas","200","Comanche","0330","Comanche",897.6
"G2000350","1930","Kansas","200","Cowley","0350","Cowley",221.9
"G2000370","1930","Kansas","200","Crawford","0370","Crawford",125.3
"G2000390","1930","Kansas","200","Decatur","0390","Decatur",416.6
"G2000410","1930","Kansas","200","Dickinson","0410","Dickinson",205.6
"G2000430","1930","Kansas","200","Doniphan","0430","Doniphan",134.5
"G2000450","1930","Kansas","200","Douglas","0450","Douglas",148.8
"G2000470","1930","Kansas","200","Edwards","0470","Edwards",443.2
"G2000490","1930","Kansas","200","Elk","0490","Elk",298.9
"G2000510","1930","Kansas","200","Ellis","0510","Ellis",418.4
"G2000530","1930","Kansas","200","Ellsworth","0530","Ellsworth",365.8
"G2000550","1930","Kansas","200","Finney","0550","Finney",668.4
"G2000570","1930","Kansas","200","Ford","0570","Ford",492.4
"G2000590","1930","Kansas","200","Franklin","0590","Franklin",145.2
"G2000610","1930","Kansas","200","Geary","0610","Geary",290.5
"G2000630","1930","Kansas","200","Gove","0630","Gove",693.7
"G2000650","1930","Kansas","200","Graham","0650","Graham",425.4
"G2000670","1930","Kansas","200","Grant","0670","Grant",611.3
"G2000690","1930","Kansas","200","Gray","0690","Gray",591.0
"G2000710","1930","Kansas","200","Greeley","0710","Greeley",667.3
"G2000730","1930","Kansas","200","Greenwood","0730","Greenwood",310.5
"G2000750","1930","Kansas","200","Hamilton","0750","Hamilton",626.1
"G2000770","1930","Kansas","200","Harper","0770","Harper",308.0
"G2000790","1930","Kansas","200","Harvey","0790","Harvey",191.3
"G2000810","1930","Kansas","200","Haskell","0810","Haskell",671.9
"G2000830","1930","Kansas","200","Hodgeman","0830","Hodgeman",718.8
"G2000850","1930","Kansas","200","Jackson","0850","Jackson",161.4
"G2000870","1930","Kansas","200","Jefferson","0870","Jefferson",154.0
"G2000890","1930","Kansas","200","Jewell","0890","Jewell",215.2
"G2000910","1930","Kansas","200","Johnson","0910","Johnson",114.1
"G2000930","1930","Kansas","200","Kearny","0930","Kearny",798.3
"G2000950","1930","Kansas","200","Kingman","0950","Kingman",328.8
"G2000970","1930","Kansas","200","Kiowa","0970","Kiowa",562.2
"G2000990","1930","Kansas","200","Labette","0990","Labette",151.1
"G2001010","1930","Kansas","200","Lane","1010","Lane",850.9
"G2001030","1930","Kansas","200","Leavenworth","1030","Leavenworth",130.6
"G2001050","1930","Kansas","200","Lincoln","1050","Lincoln",303.4
"G2001070","1930","Kansas","200","Linn","1070","Linn",162.7
"G2001090","1930","Kansas","200","Logan","1090","Logan",1022.7
"G2001110","1930","Kansas","200","Lyon","1110","Lyon",189.5
"G2001130","1930","Kansas","200","McPherson","1130","Mcpherson",212.8
"G2001150","1930","Kansas","200","Marion","1150","Marion",231.4
"G2001170","1930","Kansas","200","Marshall","1170","Marshall",195.8
"G2001190","1930","Kansas","200","Meade","1190","Meade",660.2
"G2001210","1930","Kansas","200","Miami","1210","Miami",155.1
"G2001230","1930","Kansas","200","Mitchell","1230","Mitchell",256.8
"G2001250","1930","Kansas","200","Montgomery","1250","Montgomery",141.0
"G2001270","1930","Kansas","200","Morris","1270","Morris",258.6
"G2001290","1930","Kansas","200","Morton","1290","Morton",774.1
"G2001310","1930","Kansas","200","Nemaha","1310","Nemaha",175.1
"G2001330","1930","Kansas","200","Neosho","1330","Neosho",151.1
"G2001350","1930","Kansas","200","Ness","1350","Ness",560.0
"G2001370","1930","Kansas","200","Norton","1370","Norton",312.7
"G2001390","1930","Kansas","200","Osage","1390","Osage",166.7
"G2001410","1930","Kansas","200","Osborne","1410","Osborne",333.6
"G2001430","1930","Kansas","200","Ottawa","1430","Ottawa",271.9
"G2001450","1930","Kansas","200","Pawnee","1450","Pawnee",410.9
"G2001470","1930","Kansas","200","Phillips","1470","Phillips",277.4
"G2001490","1930","Kansas","200","Pottawatomie","1490","Pottawatomie",232.6
"G2001510","1930","Kansas","200","Pratt","1510","Pratt",381.6
"G2001530","1930","Kansas","200","Rawlins","1530","Rawlins",566.2
"G2001550","1930","Kansas","200","Reno","1550","Reno",245.7
"G2001570","1930","Kansas","200","Republic","1570","Republic",192.5
"G2001590","1930","Kansas","200","Rice","1590","Rice",298.1
"G2001610","1930","Kansas","200","Riley","1610","Riley",223.0
"G2001630","1930","Kansas","200","Rooks","1630","Rooks",386.1
"G2001650","1930","Kansas","200","Rush","1650","Rush",375.9
"G2001670","1930","Kansas","200","Russell","1670","Russell",397.2
"G2001690","1930","Kansas","200","Saline","1690","Saline",248.6
"G2001710","1930","Kansas","200","Scott","1710","Scott",751.2
"G2001730","1930","Kansas","200","Sedgwick","1730","Sedgwick",171.7
"G2001750","1930","Kansas","200","Seward","1750","Seward",677.5
"G2001770","1930","Kansas","200","Shawnee","1770","Shawnee",145.5
"G2001790","1930","Kansas","200","Sheridan","1790","Sheridan",535.8
"G2001810","1930","Kansas","200","Sherman","1810","Sherman",719.7
"G2001830","1930","Kansas","200","Smith","1830","Smith",243.6
"G2001850","1930","Kansas","200","Stafford","1850","Stafford",352.5
"G2001870","1930","Kansas","200","Stanton","1870","Stanton",813.8
"G2001890","1930","Kansas","200","Stevens","1890","Stevens",573.3
"G2001910","1930","Kansas","200","Sumner","1910","Sumner",245.8
"G2001930","1930","Kansas","200","Thomas","1930","Thomas",690.2
"G2001950","1930","Kansas","200","Trego","1950","Trego",553.2
"G2001970","1930","Kansas","200","Wabaunsee","1970","Wabaunsee",276.1
"G2001990","1930","Kansas","200","Wallace","1990","Wallace",947.5
"G2002010","1930","Kansas","200","Washington","2010","Washington",196.4
"G2002030","1930","Kansas","200","Wichita","2030","Wichita",851.5
"G2002050","1930","Kansas","200","Wilson","2050","Wilson",174.1
"G2002070","1930","Kansas","200","Woodson","2070","Woodson",239.0
"G2002090","1930","Kansas","200","Wyandotte","2090","Wyandotte",44.1
"G2100010","1930","Kentucky","210","Adair","0010","Adair",75.0
"G2100030","1930","Kentucky","210","Allen","0030","Allen",69.9
"G2100050","1930","Kentucky","210","Anderson","0050","Anderson",83.5
"G2100070","1930","Kentucky","210","Ballard","0070","Ballard",82.3
"G2100090","1930","Kentucky","210","Barren","0090","Barren",68.2
"G2100110","1930","Kentucky","210","Bath","0110","Bath",71.8
"G2100130","1930","Kentucky","210","Bell","0130","Bell",45.8
"G2100150","1930","Kentucky","210","Boone","0150","Boone",95.4
"G2100170","1930","Kentucky","210","Bourbon","0170","Bourbon",97.4
"G2100190","1930","Kentucky","210","Boyd","0190","Boyd",84.6
"G2100210","1930","Kentucky","210","Boyle","0210","Boyle",78.2
"G2100230","1930","Kentucky","210","Bracken","0230","Bracken",67.7
"G2100250","1930","Kentucky","210","Breathitt","0250","Breathitt",75.6
"G2100270","1930","Kentucky","210","Breckinridge","0270","Breckinridge",111.9
"G2100290","1930","Kentucky","210","Bullitt","0290","Bullitt",112.3
"G2100310","1930","Kentucky","210","Butler","0310","Butler",106.3
"G2100330","1930","Kentucky","210","Caldwell","0330","Caldwell",105.8
"G2100350","1930","Kentucky","210","Calloway","0350","Calloway",72.2
"G2100370","1930","Kentucky","210","Campbell","0370","Campbell",58.4
"G2100390","1930","Kentucky","210","Carlisle","0390","Carlisle",86.6
"G2100410","1930","Kentucky","210","Carroll","0410","Carroll",69.5
"G2100430","1930","Kentucky","210","Carter","0430","Carter",81.7
"G2100450","1930","Kentucky","210","Casey","0450","Casey",67.4
"G2100470","1930","Kentucky","210","Christian","0470","Christian",114.3
"G2100490","1930","Kentucky","210","Clark","0490","Clark",92.3
"G2100510","1930","Kentucky","210","Clay","0510","Clay",73.7
"G2100530","1930","Kentucky","210","Clinton","0530","Clinton",66.6
"G2100550","1930","Kentucky","210","Crittenden","0550","Crittenden",118.0
"G2100570","1930","Kentucky","210","Cumberland","0570","Cumberland",85.5
"G2100590","1930","Kentucky","210","Daviess","0590","Daviess",65.7
"G2100610","1930","Kentucky","210","Edmonson","0610","Edmonson",86.4
"G2100630","1930","Kentucky","210","Elliott","0630","Elliott",110.2
"G2100650","1930","Kentucky","210","Estill","0650","Estill",67.5
"G2100670","1930","Kentucky","210","Fayette","0670","Fayette",97.8
"G2100690","1930","Kentucky","210","Fleming","0690","Fleming",76.0
"G2100710","1930","Kentucky","210","Floyd","0710","Floyd",59.6
"G2100730","1930","Kentucky","210","Franklin","0730","Franklin",77.1
"G2100750","1930","Kentucky","210","Fulton","0750","Fulton",76.2
"G2100770","1930","Kentucky","210","Gallatin","0770","Gallatin",67.1
"G2100790","1930","Kentucky","210","Garrard","0790","Garrard",59.1
"G2100810","1930","Kentucky","210","Grant","0810","Grant",81.6
"G2100830","1930","Kentucky","210","Graves","0830","Graves",66.5
"G2100850","1930","Kentucky","210","Grayson","0850","Grayson",93.8
"G2100870","1930","Kentucky","210","Green","0870","Green",57.7
"G2100890","1930","Kentucky","210","Greenup","0890","Greenup",86.5
"G2100910","1930","Kentucky","210","Hancock","0910","Hancock",84.4
"G2100930","1930","Kentucky","210","Hardin","0930","Hardin",114.5
"G2100950","1930","Kentucky","210","Harlan","0950","Harlan",73.9
"G2100970","1930","Kentucky","210","Harrison","0970","Harrison",76.4
"G2100990","1930","Kentucky","210","Hart","0990","Hart",74.6
"G2101010","1930","Kentucky","210","Henderson","1010","Henderson",92.8
"G2101030","1930","Kentucky","210","Henry","1030","Henry",80.5
"G2101050","1930","Kentucky","210","Hickman","1050","Hickman",86.2
"G2101070","1930","Kentucky","210","Hopkins","1070","Hopkins",82.9
"G2101090","1930","Kentucky","210","Jackson","1090","Jackson",67.9
"G2101110","1930","Kentucky","210","Jefferson","1110","Jefferson",61.3
"G2101130","1930","Kentucky","210","Jessamine","1130","Jessamine",73.8
"G2101150","1930","Kentucky","210","Johnson","1150","Johnson",62.5
"G2101170","1930","Kentucky","210","Kenton","1170","Kenton",62.9
"G2101190","1930","Kentucky","210","Knott","1190","Knott",78.3
"G2101210","1930","Kentucky","210","Knox","1210","Knox",54.5
"G2101230","1930","Kentucky","210","Larue","1230","Larue",94.7
"G2101250","1930","Kentucky","210","Laurel","1250","Laurel",56.1
"G2101270","1930","Kentucky","210","Lawrence","1270","Lawrence",92.8
"G2101290","1930","Kentucky","210","Lee","1290","Lee",60.7
"G2101310","1930","Kentucky","210","Leslie","1310","Leslie",80.9
"G2101330","1930","Kentucky","210","Letcher","1330","Letcher",65.6
"G2101350","1930","Kentucky","210","Lewis","1350","Lewis",104.4
"G2101370","1930","Kentucky","210","Lincoln","1370","Lincoln",74.5
"G2101390","1930","Kentucky","210","Livingston","1390","Livingston",133.5
"G2101410","1930","Kentucky","210","Logan","1410","Logan",91.5
"G2101430","1930","Kentucky","210","Lyon","1430","Lyon",100.3
"G2101450","1930","Kentucky","210","McCracken","1450","Mccracken",60.9
"G2101470","1930","Kentucky","210","McCreary","1470","Mccreary",56.7
"G2101490","1930","Kentucky","210","McLean","1490","Mclean",84.3
"G2101510","1930","Kentucky","210","Madison","1510","Madison",66.2
"G2101530","1930","Kentucky","210","Magoffin","1530","Magoffin",69.7
"G2101550","1930","Kentucky","210","Marion","1550","Marion",93.1
"G2101570","1930","Kentucky","210","Marshall","1570","Marshall",70.4
"G2101590","1930","Kentucky","210","Martin","1590","Martin",75.8
"G2101610","1930","Kentucky","210","Mason","1610","Mason",89.3
"G2101630","1930","Kentucky","210","Meade","1630","Meade",126.9
"G2101650","1930","Kentucky","210","Menifee","1650","Menifee",106.0
"G2101670","1930","Kentucky","210","Mercer","1670","Mercer",83.6
"G2101690","1930","Kentucky","210","Metcalfe","1690","Metcalfe",74.3
"G2101710","1930","Kentucky","210","Monroe","1710","Monroe",77.9
"G2101730","1930","Kentucky","210","Montgomery","1730","Montgomery",79.7
"G2101750","1930","Kentucky","210","Morgan","1750","Morgan",79.6
"G2101770","1930","Kentucky","210","Muhlenberg","1770","Muhlenberg",78.2
"G2101790","1930","Kentucky","210","Nelson","1790","Nelson",108.1
"G2101810","1930","Kentucky","210","Nicholas","1810","Nicholas",62.9
"G2101830","1930","Kentucky","210","Ohio","1830","Ohio",86.3
"G2101850","1930","Kentucky","210","Oldham","1850","Oldham",139.0
"G2101870","1930","Kentucky","210","Owen","1870","Owen",91.0
"G2101890","1930","Kentucky","210","Owsley","1890","Owsley",79.5
"G2101910","1930","Kentucky","210","Pendleton","1910","Pendleton",83.3
"G2101930","1930","Kentucky","210","Perry","1930","Perry",64.9
"G2101950","1930","Kentucky","210","Pike","1950","Pike",77.5
"G2101970","1930","Kentucky","210","Powell","1970","Powell",98.0
"G2101990","1930","Kentucky","210","Pulaski","1990","Pulaski",63.7
"G2102010","1930","Kentucky","210","Robertson","2010","Robertson",73.8
"G2102030","1930","Kentucky","210","Rockcastle","2030","Rockcastle",75.0
"G2102050","1930","Kentucky","210","Rowan","2050","Rowan",103.3
"G2102070","1930","Kentucky","210","Russell","2070","Russell",73.3
"G2102090","1930","Kentucky","210","Scott","2090","Scott",83.2
"G2102110","1930","Kentucky","210","Shelby","2110","Shelby",97.7
"G2102130","1930","Kentucky","210","Simpson","2130","Simpson",82.7
"G2102150","1930","Kentucky","210","Spencer","2150","Spencer",97.1
"G2102170","1930","Kentucky","210","Taylor","2170","Taylor",69.7
"G2102190","1930","Kentucky","210","Todd","2190","Todd",92.5
"G2102210","1930","Kentucky","210","Trigg","2210","Trigg",108.7
"G2102230","1930","Kentucky","210","Trimble","2230","Trimble",70.0
"G2102250","1930","Kentucky","210","Union","2250","Union",135.0
"G2102270","1930","Kentucky","210","Warren","2270","Warren",83.4
"G2102290","1930","Kentucky","210","Washington","2290","Washington",78.8
"G2102310","1930","Kentucky","210","Wayne","2310","Wayne",101.9
"G2102330","1930","Kentucky","210","Webster","2330","Webster",88.8
"G2102350","1930","Kentucky","210","Whitley","2350","Whitley",61.9
"G2102370","1930","Kentucky","210","Wolfe","2370","Wolfe",85.4
"G2102390","1930","Kentucky","210","Woodford","2390","Woodford",80.3
"G2200010","1930","Louisiana","220","Acadia","0010","Acadia",81.2
"G2200030","1930","Louisiana","220","Allen","0030","Allen",71.9
"G2200050","1930","Louisiana","220","Ascension","0050","Ascension",55.6
"G2200070","1930","Louisiana","220","Assumption","0070","Assumption",251.5
"G2200090","1930","Louisiana","220","Avoyelles","0090","Avoyelles",28.8
"G2200110","1930","Louisiana","220","Beauregard","0110","Beauregard",71.2
"G2200130","1930","Louisiana","220","Bienville","0130","Bienville",62.2
"G2200150","1930","Louisiana","220","Bossier","0150","Bossier",41.0
"G2200170","1930","Louisiana","220","Caddo","0170","Caddo",38.3
"G2200190","1930","Louisiana","220","Calcasieu","0190","Calcasieu",114.1
"G2200210","1930","Louisiana","220","Caldwell","0210","Caldwell",60.3
"G2200230","1930","Louisiana","220","Cameron","0230","Cameron",83.6
"G2200250","1930","Louisiana","220","Catahoula","0250","Catahoula",46.2
"G2200270","1930","Louisiana","220","Claiborne","0270","Claiborne",72.3
"G2200290","1930","Louisiana","220","Concordia","0290","Concordia",71.5
"G2200310","1930","Louisiana","220","De Soto","0310","De Soto",53.2
"G2200330","1930","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",67.8
"G2200350","1930","Louisiana","220","East Carroll","0350","East Carroll",32.8
"G2200370","1930","Louisiana","220","East Feliciana","0370","East Feliciana",77.6
"G2200390","1930","Louisiana","220","Evangeline","0390","Evangeline",36.7
"G2200410","1930","Louisiana","220","Franklin","0410","Franklin",31.7
"G2200430","1930","Louisiana","220","Grant","0430","Grant",54.2
"G2200450","1930","Louisiana","220","Iberia","0450","Iberia",97.4
"G2200470","1930","Louisiana","220","Iberville","0470","Iberville",146.1
"G2200490","1930","Louisiana","220","Jackson","0490","Jackson",82.2
"G2200510","1930","Louisiana","220","Jefferson","0510","Jefferson",62.2
"G2200530","1930","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",167.4
"G2200550","1930","Louisiana","220","Lafayette","0550","Lafayette",43.9
"G2200570","1930","Louisiana","220","Lafourche","0570","Lafourche",235.5
"G2200590","1930","Louisiana","220","La Salle","0590","La Salle",57.6
"G2200610","1930","Louisiana","220","Lincoln","0610","Lincoln",72.2
"G2200630","1930","Louisiana","220","Livingston","0630","Livingston",36.5
"G2200650","1930","Louisiana","220","Madison","0650","Madison",45.6
"G2200670","1930","Louisiana","220","Morehouse","0670","Morehouse",38.7
"G2200690","1930","Louisiana","220","Natchitoches","0690","Natchitoches",42.5
"G2200710","1930","Louisiana","220","Orleans","0710","Orleans",11.2
"G2200730","1930","Louisiana","220","Ouachita","0730","Ouachita",55.6
"G2200750","1930","Louisiana","220","Plaquemines","0750","Plaquemines",91.8
"G2200770","1930","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",61.2
"G2200790","1930","Louisiana","220","Rapides","0790","Rapides",54.5
"G2200810","1930","Louisiana","220","Red River","0810","Red River",43.5
"G2200830","1930","Louisiana","220","Richland","0830","Richland",32.8
"G2200850","1930","Louisiana","220","Sabine","0850","Sabine",66.7
"G2200870","1930","Louisiana","220","St Bernard","0870","St Bernard",65.2
"G2200890","1930","Louisiana","220","St Charles","0890","St Charles",91.8
"G2200910","1930","Louisiana","220","St Helena","0910","St Helena",55.0
"G2200930","1930","Louisiana","220","St James","0930","St James",165.7
