GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BY0001
"G2500210","1940","Massachusetts","250","Norfolk","0210","Norfolk",43.6
"G2500230","1940","Massachusetts","250","Plymouth","0230","Plymouth",33.3
"G2500250","1940","Massachusetts","250","Suffolk","0250","Suffolk",29.0
"G2500270","1940","Massachusetts","250","Worcester","0270","Worcester",70.7
"G2600010","1940","Michigan","260","Alcona","0010","Alcona",142.6
"G2600030","1940","Michigan","260","Alger","0030","Alger",87.3
"G2600050","1940","Michigan","260","Allegan","0050","Allegan",78.5
"G2600070","1940","Michigan","260","Alpena","0070","Alpena",117.9
"G2600090","1940","Michigan","260","Antrim","0090","Antrim",123.4
"G2600110","1940","Michigan","260","Arenac","0110","Arenac",107.9
"G2600130","1940","Michigan","260","Baraga","0130","Baraga",69.0
"G2600150","1940","Michigan","260","Barry","0150","Barry",101.7
"G2600170","1940","Michigan","260","Bay","0170","Bay",71.6
"G2600190","1940","Michigan","260","Benzie","0190","Benzie",107.9
"G2600210","1940","Michigan","260","Berrien","0210","Berrien",55.5
"G2600230","1940","Michigan","260","Branch","0230","Branch",105.9
"G2600250","1940","Michigan","260","Calhoun","0250","Calhoun",107.9
"G2600270","1940","Michigan","260","Cass","0270","Cass",107.6
"G2600290","1940","Michigan","260","Charlevoix","0290","Charlevoix",106.2
"G2600310","1940","Michigan","260","Cheboygan","0310","Cheboygan",117.1
"G2600330","1940","Michigan","260","Chippewa","0330","Chippewa",127.1
"G2600350","1940","Michigan","260","Clare","0350","Clare",154.4
"G2600370","1940","Michigan","260","Clinton","0370","Clinton",109.0
"G2600390","1940","Michigan","260","Crawford","0390","Crawford",119.0
"G2600410","1940","Michigan","260","Delta","0410","Delta",111.8
"G2600430","1940","Michigan","260","Dickinson","0430","Dickinson",98.1
"G2600450","1940","Michigan","260","Eaton","0450","Eaton",100.5
"G2600470","1940","Michigan","260","Emmet","0470","Emmet",113.5
"G2600490","1940","Michigan","260","Genesee","0490","Genesee",62.0
"G2600510","1940","Michigan","260","Gladwin","0510","Gladwin",113.4
"G2600530","1940","Michigan","260","Gogebic","0530","Gogebic",48.6
"G2600550","1940","Michigan","260","Grand Traverse","0550","Grand Traverse",98.7
"G2600570","1940","Michigan","260","Gratiot","0570","Gratiot",97.8
"G2600590","1940","Michigan","260","Hillsdale","0590","Hillsdale",98.9
"G2600610","1940","Michigan","260","Houghton","0610","Houghton",85.0
"G2600630","1940","Michigan","260","Huron","0630","Huron",117.1
"G2600650","1940","Michigan","260","Ingham","0650","Ingham",101.1
"G2600670","1940","Michigan","260","Ionia","0670","Ionia",111.3
"G2600690","1940","Michigan","260","Iosco","0690","Iosco",146.8
"G2600710","1940","Michigan","260","Iron","0710","Iron",64.7
"G2600730","1940","Michigan","260","Isabella","0730","Isabella",110.9
"G2600750","1940","Michigan","260","Jackson","0750","Jackson",111.7
"G2600770","1940","Michigan","260","Kalamazoo","0770","Kalamazoo",95.5
"G2600790","1940","Michigan","260","Kalkaska","0790","Kalkaska",129.3
"G2600810","1940","Michigan","260","Kent","0810","Kent",75.1
"G2600830","1940","Michigan","260","Keweenaw","0830","Keweenaw",53.8
"G2600850","1940","Michigan","260","Lake","0850","Lake",121.1
"G2600870","1940","Michigan","260","Lapeer","0870","Lapeer",108.9
"G2600890","1940","Michigan","260","Leelanau","0890","Leelanau",133.2
"G2600910","1940","Michigan","260","Lenawee","0910","Lenawee",102.6
"G2600930","1940","Michigan","260","Livingston","0930","Livingston",128.2
"G2600950","1940","Michigan","260","Luce","0950","Luce",131.7
"G2600970","1940","Michigan","260","Mackinac","0970","Mackinac",112.1
"G2600990","1940","Michigan","260","Macomb","0990","Macomb",58.9
"G2601010","1940","Michigan","260","Manistee","1010","Manistee",103.4
"G2601030","1940","Michigan","260","Marquette","1030","Marquette",101.8
"G2601050","1940","Michigan","260","Mason","1050","Mason",95.0
"G2601070","1940","Michigan","260","Mecosta","1070","Mecosta",119.6
"G2601090","1940","Michigan","260","Menominee","1090","Menominee",126.5
"G2601110","1940","Michigan","260","Midland","1110","Midland",87.0
"G2601130","1940","Michigan","260","Missaukee","1130","Missaukee",150.8
"G2601150","1940","Michigan","260","Monroe","1150","Monroe",70.6
"G2601170","1940","Michigan","260","Montcalm","1170","Montcalm",101.1
"G2601190","1940","Michigan","260","Montmorency","1190","Montmorency",122.2
"G2601210","1940","Michigan","260","Muskegon","1210","Muskegon",68.9
"G2601230","1940","Michigan","260","Newaygo","1230","Newaygo",100.2
"G2601250","1940","Michigan","260","Oakland","1250","Oakland",85.5
"G2601270","1940","Michigan","260","Oceana","1270","Oceana",102.9
"G2601290","1940","Michigan","260","Ogemaw","1290","Ogemaw",136.7
"G2601310","1940","Michigan","260","Ontonagon","1310","Ontonagon",81.8
"G2601330","1940","Michigan","260","Osceola","1330","Osceola",135.8
"G2601350","1940","Michigan","260","Oscoda","1350","Oscoda",208.8
"G2601370","1940","Michigan","260","Otsego","1370","Otsego",148.0
"G2601390","1940","Michigan","260","Ottawa","1390","Ottawa",66.6
"G2601410","1940","Michigan","260","Presque Isle","1410","Presque Isle",156.3
"G2601430","1940","Michigan","260","Roscommon","1430","Roscommon",105.3
"G2601450","1940","Michigan","260","Saginaw","1450","Saginaw",83.0
"G2601470","1940","Michigan","260","St Clair","1470","St Clair",82.9
"G2601490","1940","Michigan","260","St Joseph","1490","St Joseph",120.3
"G2601510","1940","Michigan","260","Sanilac","1510","Sanilac",113.3
"G2601530","1940","Michigan","260","Schoolcraft","1530","Schoolcraft",96.1
"G2601550","1940","Michigan","260","Shiawassee","1550","Shiawassee",98.0
"G2601570","1940","Michigan","260","Tuscola","1570","Tuscola",99.1
"G2601590","1940","Michigan","260","Van Buren","1590","Van Buren",71.2
"G2601610","1940","Michigan","260","Washtenaw","1610","Washtenaw",109.6
"G2601630","1940","Michigan","260","Wayne","1630","Wayne",43.8
"G2601650","1940","Michigan","260","Wexford","1650","Wexford",112.2
"G2700010","1940","Minnesota","270","Aitkin","0010","Aitkin",108.0
"G2700030","1940","Minnesota","270","Anoka","0030","Anoka",129.9
"G2700050","1940","Minnesota","270","Becker","0050","Becker",157.8
"G2700070","1940","Minnesota","270","Beltrami","0070","Beltrami",121.9
"G2700090","1940","Minnesota","270","Benton","0090","Benton",152.1
"G2700110","1940","Minnesota","270","Big Stone","0110","Big Stone",275.6
"G2700130","1940","Minnesota","270","Blue Earth","0130","Blue Earth",150.4
"G2700150","1940","Minnesota","270","Brown","0150","Brown",179.7
"G2700170","1940","Minnesota","270","Carlton","0170","Carlton",88.4
"G2700190","1940","Minnesota","270","Carver","0190","Carver",106.7
"G2700210","1940","Minnesota","270","Cass","0210","Cass",133.1
"G2700230","1940","Minnesota","270","Chippewa","0230","Chippewa",204.1
"G2700250","1940","Minnesota","270","Chisago","0250","Chisago",117.0
"G2700270","1940","Minnesota","270","Clay","0270","Clay",287.2
"G2700290","1940","Minnesota","270","Clearwater","0290","Clearwater",149.6
"G2700310","1940","Minnesota","270","Cook","0310","Cook",83.7
"G2700330","1940","Minnesota","270","Cottonwood","0330","Cottonwood",202.2
"G2700350","1940","Minnesota","270","Crow Wing","0350","Crow Wing",117.2
"G2700370","1940","Minnesota","270","Dakota","0370","Dakota",143.4
"G2700390","1940","Minnesota","270","Dodge","0390","Dodge",151.0
"G2700410","1940","Minnesota","270","Douglas","0410","Douglas",144.4
"G2700430","1940","Minnesota","270","Faribault","0430","Faribault",177.1
"G2700450","1940","Minnesota","270","Fillmore","0450","Fillmore",165.4
"G2700470","1940","Minnesota","270","Freeborn","0470","Freeborn",142.7
"G2700490","1940","Minnesota","270","Goodhue","0490","Goodhue",151.6
"G2700510","1940","Minnesota","270","Grant","0510","Grant",241.2
"G2700530","1940","Minnesota","270","Hennepin","0530","Hennepin",59.4
"G2700550","1940","Minnesota","270","Houston","0550","Houston",179.8
"G2700570","1940","Minnesota","270","Hubbard","0570","Hubbard",139.9
"G2700590","1940","Minnesota","270","Isanti","0590","Isanti",125.6
"G2700610","1940","Minnesota","270","Itasca","0610","Itasca",85.9
"G2700630","1940","Minnesota","270","Jackson","0630","Jackson",191.8
"G2700650","1940","Minnesota","270","Kanabec","0650","Kanabec",119.8
"G2700670","1940","Minnesota","270","Kandiyohi","0670","Kandiyohi",185.0
"G2700690","1940","Minnesota","270","Kittson","0690","Kittson",346.6
"G2700710","1940","Minnesota","270","Koochiching","0710","Koochiching",111.2
"G2700730","1940","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",227.9
"G2700750","1940","Minnesota","270","Lake","0750","Lake",63.6
"G2700770","1940","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",142.9
"G2700790","1940","Minnesota","270","Le Sueur","0790","Le Sueur",129.0
"G2700810","1940","Minnesota","270","Lincoln","0810","Lincoln",209.3
"G2700830","1940","Minnesota","270","Lyon","0830","Lyon",223.4
"G2700850","1940","Minnesota","270","McLeod","0850","Mcleod",121.6
"G2700870","1940","Minnesota","270","Mahnomen","0870","Mahnomen",199.2
"G2700890","1940","Minnesota","270","Marshall","0890","Marshall",290.9
"G2700910","1940","Minnesota","270","Martin","0910","Martin",175.5
"G2700930","1940","Minnesota","270","Meeker","0930","Meeker",150.5
"G2700950","1940","Minnesota","270","Mille Lacs","0950","Mille Lacs",98.5
"G2700970","1940","Minnesota","270","Morrison","0970","Morrison",150.0
"G2700990","1940","Minnesota","270","Mower","0990","Mower",170.6
"G2701010","1940","Minnesota","270","Murray","1010","Murray",208.0
"G2701030","1940","Minnesota","270","Nicollet","1030","Nicollet",179.1
"G2701050","1940","Minnesota","270","Nobles","1050","Nobles",202.3
"G2701070","1940","Minnesota","270","Norman","1070","Norman",266.7
"G2701090","1940","Minnesota","270","Olmsted","1090","Olmsted",162.8
"G2701110","1940","Minnesota","270","Otter Tail","1110","Otter Tail",165.0
"G2701130","1940","Minnesota","270","Pennington","1130","Pennington",252.6
"G2701150","1940","Minnesota","270","Pine","1150","Pine",111.5
"G2701170","1940","Minnesota","270","Pipestone","1170","Pipestone",217.2
"G2701190","1940","Minnesota","270","Polk","1190","Polk",260.5
"G2701210","1940","Minnesota","270","Pope","1210","Pope",215.0
"G2701230","1940","Minnesota","270","Ramsey","1230","Ramsey",48.1
"G2701250","1940","Minnesota","270","Red Lake","1250","Red Lake",254.5
"G2701270","1940","Minnesota","270","Redwood","1270","Redwood",203.7
"G2701290","1940","Minnesota","270","Renville","1290","Renville",196.9
"G2701310","1940","Minnesota","270","Rice","1310","Rice",126.3
"G2701330","1940","Minnesota","270","Rock","1330","Rock",219.4
"G2701350","1940","Minnesota","270","Roseau","1350","Roseau",238.6
"G2701370","1940","Minnesota","270","St Louis","1370","St Louis",72.5
"G2701390","1940","Minnesota","270","Scott","1390","Scott",132.7
"G2701410","1940","Minnesota","270","Sherburne","1410","Sherburne",197.9
"G2701430","1940","Minnesota","270","Sibley","1430","Sibley",158.0
"G2701450","1940","Minnesota","270","Stearns","1450","Stearns",174.2
"G2701470","1940","Minnesota","270","Steele","1470","Steele",135.9
"G2701490","1940","Minnesota","270","Stevens","1490","Stevens",266.6
"G2701510","1940","Minnesota","270","Swift","1510","Swift",241.1
"G2701530","1940","Minnesota","270","Todd","1530","Todd",141.7
"G2701550","1940","Minnesota","270","Traverse","1550","Traverse",313.9
"G2701570","1940","Minnesota","270","Wabasha","1570","Wabasha",187.6
"G2701590","1940","Minnesota","270","Wadena","1590","Wadena",156.0
"G2701610","1940","Minnesota","270","Waseca","1610","Waseca",154.7
"G2701630","1940","Minnesota","270","Washington","1630","Washington",122.6
"G2701650","1940","Minnesota","270","Watonwan","1650","Watonwan",184.1
"G2701670","1940","Minnesota","270","Wilkin","1670","Wilkin",351.3
"G2701690","1940","Minnesota","270","Winona","1690","Winona",177.7
"G2701710","1940","Minnesota","270","Wright","1710","Wright",106.2
"G2701730","1940","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",212.2
"G2800010","1940","Mississippi","280","Adams","0010","Adams",62.4
"G2800030","1940","Mississippi","280","Alcorn","0030","Alcorn",71.5
"G2800050","1940","Mississippi","280","Amite","0050","Amite",78.3
"G2800070","1940","Mississippi","280","Attala","0070","Attala",83.5
"G2800090","1940","Mississippi","280","Benton","0090","Benton",81.5
"G2800110","1940","Mississippi","280","Bolivar","0110","Bolivar",37.4
"G2800130","1940","Mississippi","280","Calhoun","0130","Calhoun",84.2
"G2800150","1940","Mississippi","280","Carroll","0150","Carroll",86.2
"G2800170","1940","Mississippi","280","Chickasaw","0170","Chickasaw",65.7
"G2800190","1940","Mississippi","280","Choctaw","0190","Choctaw",94.8
"G2800210","1940","Mississippi","280","Claiborne","0210","Claiborne",114.9
"G2800230","1940","Mississippi","280","Clarke","0230","Clarke",86.7
"G2800250","1940","Mississippi","280","Clay","0250","Clay",70.5
"G2800270","1940","Mississippi","280","Coahoma","0270","Coahoma",37.5
"G2800290","1940","Mississippi","280","Copiah","0290","Copiah",78.2
"G2800310","1940","Mississippi","280","Covington","0310","Covington",72.3
"G2800330","1940","Mississippi","280","De Soto","0330","De Soto",46.0
"G2800350","1940","Mississippi","280","Forrest","0350","Forrest",80.8
"G2800370","1940","Mississippi","280","Franklin","0370","Franklin",91.6
"G2800390","1940","Mississippi","280","George","0390","George",68.7
"G2800410","1940","Mississippi","280","Greene","0410","Greene",124.1
"G2800430","1940","Mississippi","280","Grenada","0430","Grenada",85.8
"G2800450","1940","Mississippi","280","Hancock","0450","Hancock",56.1
"G2800470","1940","Mississippi","280","Harrison","0470","Harrison",56.9
"G2800490","1940","Mississippi","280","Hinds","0490","Hinds",58.9
"G2800510","1940","Mississippi","280","Holmes","0510","Holmes",60.1
"G2800530","1940","Mississippi","280","Humphreys","0530","Humphreys",44.4
"G2800550","1940","Mississippi","280","Issaquena","0550","Issaquena",97.4
"G2800570","1940","Mississippi","280","Itawamba","0570","Itawamba",72.9
"G2800590","1940","Mississippi","280","Jackson","0590","Jackson",63.4
"G2800610","1940","Mississippi","280","Jasper","0610","Jasper",81.3
"G2800630","1940","Mississippi","280","Jefferson","0630","Jefferson",82.6
"G2800650","1940","Mississippi","280","Jefferson Davis","0650","Jefferson Davis",68.1
"G2800670","1940","Mississippi","280","Jones","0670","Jones",66.4
"G2800690","1940","Mississippi","280","Kemper","0690","Kemper",82.1
"G2800710","1940","Mississippi","280","Lafayette","0710","Lafayette",87.4
"G2800730","1940","Mississippi","280","Lamar","0730","Lamar",80.7
"G2800750","1940","Mississippi","280","Lauderdale","0750","Lauderdale",89.6
"G2800770","1940","Mississippi","280","Lawrence","0770","Lawrence",78.0
"G2800790","1940","Mississippi","280","Leake","0790","Leake",59.2
"G2800810","1940","Mississippi","280","Lee","0810","Lee",49.6
"G2800830","1940","Mississippi","280","Leflore","0830","Leflore",40.0
"G2800850","1940","Mississippi","280","Lincoln","0850","Lincoln",79.7
"G2800870","1940","Mississippi","280","Lowndes","0870","Lowndes",75.7
"G2800890","1940","Mississippi","280","Madison","0890","Madison",57.6
"G2800910","1940","Mississippi","280","Marion","0910","Marion",66.1
"G2800930","1940","Mississippi","280","Marshall","0930","Marshall",72.7
"G2800950","1940","Mississippi","280","Monroe","0950","Monroe",75.6
"G2800970","1940","Mississippi","280","Montgomery","0970","Montgomery",86.8
"G2800990","1940","Mississippi","280","Neshoba","0990","Neshoba",64.2
"G2801010","1940","Mississippi","280","Newton","1010","Newton",78.8
"G2801030","1940","Mississippi","280","Noxubee","1030","Noxubee",75.2
"G2801050","1940","Mississippi","280","Oktibbeha","1050","Oktibbeha",74.0
"G2801070","1940","Mississippi","280","Panola","1070","Panola",59.3
"G2801090","1940","Mississippi","280","Pearl River","1090","Pearl River",133.8
"G2801110","1940","Mississippi","280","Perry","1110","Perry",95.0
"G2801130","1940","Mississippi","280","Pike","1130","Pike",66.4
"G2801150","1940","Mississippi","280","Pontotoc","1150","Pontotoc",68.7
"G2801170","1940","Mississippi","280","Prentiss","1170","Prentiss",69.4
"G2801190","1940","Mississippi","280","Quitman","1190","Quitman",39.8
"G2801210","1940","Mississippi","280","Rankin","1210","Rankin",83.1
"G2801230","1940","Mississippi","280","Scott","1230","Scott",61.3
"G2801250","1940","Mississippi","280","Sharkey","1250","Sharkey",51.5
"G2801270","1940","Mississippi","280","Simpson","1270","Simpson",69.5
"G2801290","1940","Mississippi","280","Smith","1290","Smith",65.9
"G2801310","1940","Mississippi","280","Stone","1310","Stone",105.1
"G2801330","1940","Mississippi","280","Sunflower","1330","Sunflower",37.7
"G2801350","1940","Mississippi","280","Tallahatchie","1350","Tallahatchie",50.5
"G2801370","1940","Mississippi","280","Tate","1370","Tate",62.7
"G2801390","1940","Mississippi","280","Tippah","1390","Tippah",86.6
"G2801410","1940","Mississippi","280","Tishomingo","1410","Tishomingo",74.8
"G2801430","1940","Mississippi","280","Tunica","1430","Tunica",42.3
"G2801450","1940","Mississippi","280","Union","1450","Union",65.0
"G2801470","1940","Mississippi","280","Walthall","1470","Walthall",62.6
"G2801490","1940","Mississippi","280","Warren","1490","Warren",102.1
"G2801510","1940","Mississippi","280","Washington","1510","Washington",44.4
"G2801530","1940","Mississippi","280","Wayne","1530","Wayne",87.1
"G2801550","1940","Mississippi","280","Webster","1550","Webster",83.7
