GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BY0001
"G1900510","1940","Iowa","190","Davis","0510","Davis",162.7
"G1900530","1940","Iowa","190","Decatur","0530","Decatur",167.9
"G1900550","1940","Iowa","190","Delaware","0550","Delaware",155.4
"G1900570","1940","Iowa","190","Des Moines","0570","Des Moines",138.6
"G1900590","1940","Iowa","190","Dickinson","0590","Dickinson",187.0
"G1900610","1940","Iowa","190","Dubuque","0610","Dubuque",155.9
"G1900630","1940","Iowa","190","Emmet","0630","Emmet",187.8
"G1900650","1940","Iowa","190","Fayette","0650","Fayette",144.3
"G1900670","1940","Iowa","190","Floyd","0670","Floyd",163.0
"G1900690","1940","Iowa","190","Franklin","0690","Franklin",168.5
"G1900710","1940","Iowa","190","Fremont","0710","Fremont",179.0
"G1900730","1940","Iowa","190","Greene","0730","Greene",165.1
"G1900750","1940","Iowa","190","Grundy","0750","Grundy",174.4
"G1900770","1940","Iowa","190","Guthrie","0770","Guthrie",153.0
"G1900790","1940","Iowa","190","Hamilton","0790","Hamilton",166.1
"G1900810","1940","Iowa","190","Hancock","0810","Hancock",178.7
"G1900830","1940","Iowa","190","Hardin","0830","Hardin",163.2
"G1900850","1940","Iowa","190","Harrison","0850","Harrison",160.5
"G1900870","1940","Iowa","190","Henry","0870","Henry",139.8
"G1900890","1940","Iowa","190","Howard","0890","Howard",166.4
"G1900910","1940","Iowa","190","Humboldt","0910","Humboldt",188.1
"G1900930","1940","Iowa","190","Ida","0930","Ida",192.1
"G1900950","1940","Iowa","190","Iowa","0950","Iowa",169.9
"G1900970","1940","Iowa","190","Jackson","0970","Jackson",170.0
"G1900990","1940","Iowa","190","Jasper","0990","Jasper",152.1
"G1901010","1940","Iowa","190","Jefferson","1010","Jefferson",147.8
"G1901030","1940","Iowa","190","Johnson","1030","Johnson",145.0
"G1901050","1940","Iowa","190","Jones","1050","Jones",163.6
"G1901070","1940","Iowa","190","Keokuk","1070","Keokuk",140.7
"G1901090","1940","Iowa","190","Kossuth","1090","Kossuth",194.5
"G1901110","1940","Iowa","190","Lee","1110","Lee",140.8
"G1901130","1940","Iowa","190","Linn","1130","Linn",114.9
"G1901150","1940","Iowa","190","Louisa","1150","Louisa",178.9
"G1901170","1940","Iowa","190","Lucas","1170","Lucas",152.6
"G1901190","1940","Iowa","190","Lyon","1190","Lyon",194.8
"G1901210","1940","Iowa","190","Madison","1210","Madison",158.1
"G1901230","1940","Iowa","190","Mahaska","1230","Mahaska",128.7
"G1901250","1940","Iowa","190","Marion","1250","Marion",138.7
"G1901270","1940","Iowa","190","Marshall","1270","Marshall",152.7
"G1901290","1940","Iowa","190","Mills","1290","Mills",178.7
"G1901310","1940","Iowa","190","Mitchell","1310","Mitchell",167.6
"G1901330","1940","Iowa","190","Monona","1330","Monona",202.8
"G1901350","1940","Iowa","190","Monroe","1350","Monroe",159.6
"G1901370","1940","Iowa","190","Montgomery","1370","Montgomery",163.0
"G1901390","1940","Iowa","190","Muscatine","1390","Muscatine",145.5
"G1901410","1940","Iowa","190","O Brien","1410","O Brien",180.8
"G1901430","1940","Iowa","190","Osceola","1430","Osceola",192.5
"G1901450","1940","Iowa","190","Page","1450","Page",157.9
"G1901470","1940","Iowa","190","Palo Alto","1470","Palo Alto",188.4
"G1901490","1940","Iowa","190","Plymouth","1490","Plymouth",190.4
"G1901510","1940","Iowa","190","Pocahontas","1510","Pocahontas",177.3
"G1901530","1940","Iowa","190","Polk","1530","Polk",101.8
"G1901550","1940","Iowa","190","Pottawattamie","1550","Pottawattamie",151.7
"G1901570","1940","Iowa","190","Poweshiek","1570","Poweshiek",167.5
"G1901590","1940","Iowa","190","Ringgold","1590","Ringgold",180.2
"G1901610","1940","Iowa","190","Sac","1610","Sac",174.6
"G1901630","1940","Iowa","190","Scott","1630","Scott",118.4
"G1901650","1940","Iowa","190","Shelby","1650","Shelby",172.8
"G1901670","1940","Iowa","190","Sioux","1670","Sioux",158.7
"G1901690","1940","Iowa","190","Story","1690","Story",153.2
"G1901710","1940","Iowa","190","Tama","1710","Tama",162.5
"G1901730","1940","Iowa","190","Taylor","1730","Taylor",152.4
"G1901750","1940","Iowa","190","Union","1750","Union",164.0
"G1901770","1940","Iowa","190","Van Buren","1770","Van Buren",162.8
"G1901790","1940","Iowa","190","Wapello","1790","Wapello",126.9
"G1901810","1940","Iowa","190","Warren","1810","Warren",140.1
"G1901830","1940","Iowa","190","Washington","1830","Washington",151.0
"G1901850","1940","Iowa","190","Wayne","1850","Wayne",182.2
"G1901870","1940","Iowa","190","Webster","1870","Webster",162.0
"G1901890","1940","Iowa","190","Winnebago","1890","Winnebago",151.9
"G1901910","1940","Iowa","190","Winneshiek","1910","Winneshiek",147.8
"G1901930","1940","Iowa","190","Woodbury","1930","Woodbury",164.2
"G1901950","1940","Iowa","190","Worth","1950","Worth",162.6
"G1901970","1940","Iowa","190","Wright","1970","Wright",180.5
"G2000010","1940","Kansas","200","Allen","0010","Allen",153.7
"G2000030","1940","Kansas","200","Anderson","0030","Anderson",203.3
"G2000050","1940","Kansas","200","Atchison","0050","Atchison",149.3
"G2000070","1940","Kansas","200","Barber","0070","Barber",686.5
"G2000090","1940","Kansas","200","Barton","0090","Barton",327.3
"G2000110","1940","Kansas","200","Bourbon","0110","Bourbon",176.9
"G2000130","1940","Kansas","200","Brown","0130","Brown",172.4
"G2000150","1940","Kansas","200","Butler","0150","Butler",317.6
"G2000170","1940","Kansas","200","Chase","0170","Chase",614.8
"G2000190","1940","Kansas","200","Chautauqua","0190","Chautauqua",332.3
"G2000210","1940","Kansas","200","Cherokee","0210","Cherokee",136.1
"G2000230","1940","Kansas","200","Cheyenne","0230","Cheyenne",658.6
"G2000250","1940","Kansas","200","Clark","0250","Clark",1080.3
"G2000270","1940","Kansas","200","Clay","0270","Clay",218.6
"G2000290","1940","Kansas","200","Cloud","0290","Cloud",217.3
"G2000310","1940","Kansas","200","Coffey","0310","Coffey",197.7
"G2000330","1940","Kansas","200","Comanche","0330","Comanche",850.8
"G2000350","1940","Kansas","200","Cowley","0350","Cowley",247.6
"G2000370","1940","Kansas","200","Crawford","0370","Crawford",133.3
"G2000390","1940","Kansas","200","Decatur","0390","Decatur",478.8
"G2000410","1940","Kansas","200","Dickinson","0410","Dickinson",225.2
"G2000430","1940","Kansas","200","Doniphan","0430","Doniphan",143.2
"G2000450","1940","Kansas","200","Douglas","0450","Douglas",149.9
"G2000470","1940","Kansas","200","Edwards","0470","Edwards",490.3
"G2000490","1940","Kansas","200","Elk","0490","Elk",321.9
"G2000510","1940","Kansas","200","Ellis","0510","Ellis",450.8
"G2000530","1940","Kansas","200","Ellsworth","0530","Ellsworth",353.0
"G2000550","1940","Kansas","200","Finney","0550","Finney",753.8
"G2000570","1940","Kansas","200","Ford","0570","Ford",479.4
"G2000590","1940","Kansas","200","Franklin","0590","Franklin",157.8
"G2000610","1940","Kansas","200","Geary","0610","Geary",345.1
"G2000630","1940","Kansas","200","Gove","0630","Gove",784.2
"G2000650","1940","Kansas","200","Graham","0650","Graham",538.9
"G2000670","1940","Kansas","200","Grant","0670","Grant",1037.7
"G2000690","1940","Kansas","200","Gray","0690","Gray",631.3
"G2000710","1940","Kansas","200","Greeley","0710","Greeley",1213.9
"G2000730","1940","Kansas","200","Greenwood","0730","Greenwood",363.0
"G2000750","1940","Kansas","200","Hamilton","0750","Hamilton",1091.5
"G2000770","1940","Kansas","200","Harper","0770","Harper",310.6
"G2000790","1940","Kansas","200","Harvey","0790","Harvey",202.9
"G2000810","1940","Kansas","200","Haskell","0810","Haskell",747.9
"G2000830","1940","Kansas","200","Hodgeman","0830","Hodgeman",696.5
"G2000850","1940","Kansas","200","Jackson","0850","Jackson",183.1
"G2000870","1940","Kansas","200","Jefferson","0870","Jefferson",167.5
"G2000890","1940","Kansas","200","Jewell","0890","Jewell",233.3
"G2000910","1940","Kansas","200","Johnson","0910","Johnson",126.4
"G2000930","1940","Kansas","200","Kearny","0930","Kearny",842.9
"G2000950","1940","Kansas","200","Kingman","0950","Kingman",329.3
"G2000970","1940","Kansas","200","Kiowa","0970","Kiowa",608.5
"G2000990","1940","Kansas","200","Labette","0990","Labette",156.6
"G2001010","1940","Kansas","200","Lane","1010","Lane",823.7
"G2001030","1940","Kansas","200","Leavenworth","1030","Leavenworth",126.8
"G2001050","1940","Kansas","200","Lincoln","1050","Lincoln",333.5
"G2001070","1940","Kansas","200","Linn","1070","Linn",175.6
"G2001090","1940","Kansas","200","Logan","1090","Logan",1024.6
"G2001110","1940","Kansas","200","Lyon","1110","Lyon",215.0
"G2001130","1940","Kansas","200","McPherson","1130","Mcpherson",225.2
"G2001150","1940","Kansas","200","Marion","1150","Marion",233.6
"G2001170","1940","Kansas","200","Marshall","1170","Marshall",205.4
"G2001190","1940","Kansas","200","Meade","1190","Meade",748.9
"G2001210","1940","Kansas","200","Miami","1210","Miami",157.7
"G2001230","1940","Kansas","200","Mitchell","1230","Mitchell",300.9
"G2001250","1940","Kansas","200","Montgomery","1250","Montgomery",149.2
"G2001270","1940","Kansas","200","Morris","1270","Morris",301.1
"G2001290","1940","Kansas","200","Morton","1290","Morton",883.2
"G2001310","1940","Kansas","200","Nemaha","1310","Nemaha",196.9
"G2001330","1940","Kansas","200","Neosho","1330","Neosho",154.2
"G2001350","1940","Kansas","200","Ness","1350","Ness",623.1
"G2001370","1940","Kansas","200","Norton","1370","Norton",380.9
"G2001390","1940","Kansas","200","Osage","1390","Osage",189.1
"G2001410","1940","Kansas","200","Osborne","1410","Osborne",372.3
"G2001430","1940","Kansas","200","Ottawa","1430","Ottawa",288.7
"G2001450","1940","Kansas","200","Pawnee","1450","Pawnee",438.0
"G2001470","1940","Kansas","200","Phillips","1470","Phillips",335.1
"G2001490","1940","Kansas","200","Pottawatomie","1490","Pottawatomie",246.0
"G2001510","1940","Kansas","200","Pratt","1510","Pratt",399.5
"G2001530","1940","Kansas","200","Rawlins","1530","Rawlins",599.8
"G2001550","1940","Kansas","200","Reno","1550","Reno",237.2
"G2001570","1940","Kansas","200","Republic","1570","Republic",199.0
"G2001590","1940","Kansas","200","Rice","1590","Rice",288.6
"G2001610","1940","Kansas","200","Riley","1610","Riley",248.4
"G2001630","1940","Kansas","200","Rooks","1630","Rooks",437.4
"G2001650","1940","Kansas","200","Rush","1650","Rush",403.4
"G2001670","1940","Kansas","200","Russell","1670","Russell",427.6
"G2001690","1940","Kansas","200","Saline","1690","Saline",248.4
"G2001710","1940","Kansas","200","Scott","1710","Scott",822.8
"G2001730","1940","Kansas","200","Sedgwick","1730","Sedgwick",180.6
"G2001750","1940","Kansas","200","Seward","1750","Seward",830.7
"G2001770","1940","Kansas","200","Shawnee","1770","Shawnee",140.3
"G2001790","1940","Kansas","200","Sheridan","1790","Sheridan",591.6
"G2001810","1940","Kansas","200","Sherman","1810","Sherman",812.1
"G2001830","1940","Kansas","200","Smith","1830","Smith",278.3
"G2001850","1940","Kansas","200","Stafford","1850","Stafford",371.0
"G2001870","1940","Kansas","200","Stanton","1870","Stanton",1491.6
"G2001890","1940","Kansas","200","Stevens","1890","Stevens",739.1
"G2001910","1940","Kansas","200","Sumner","1910","Sumner",251.2
"G2001930","1940","Kansas","200","Thomas","1930","Thomas",735.8
"G2001950","1940","Kansas","200","Trego","1950","Trego",612.4
"G2001970","1940","Kansas","200","Wabaunsee","1970","Wabaunsee",349.4
"G2001990","1940","Kansas","200","Wallace","1990","Wallace",1426.9
"G2002010","1940","Kansas","200","Washington","2010","Washington",207.7
"G2002030","1940","Kansas","200","Wichita","2030","Wichita",1033.5
"G2002050","1940","Kansas","200","Wilson","2050","Wilson",183.5
"G2002070","1940","Kansas","200","Woodson","2070","Woodson",245.0
"G2002090","1940","Kansas","200","Wyandotte","2090","Wyandotte",37.3
"G2100010","1940","Kentucky","210","Adair","0010","Adair",66.9
"G2100030","1940","Kentucky","210","Allen","0030","Allen",77.4
"G2100050","1940","Kentucky","210","Anderson","0050","Anderson",82.2
"G2100070","1940","Kentucky","210","Ballard","0070","Ballard",103.7
"G2100090","1940","Kentucky","210","Barren","0090","Barren",66.1
"G2100110","1940","Kentucky","210","Bath","0110","Bath",79.6
"G2100130","1940","Kentucky","210","Bell","0130","Bell",39.9
"G2100150","1940","Kentucky","210","Boone","0150","Boone",101.5
"G2100170","1940","Kentucky","210","Bourbon","0170","Bourbon",128.6
"G2100190","1940","Kentucky","210","Boyd","0190","Boyd",74.6
"G2100210","1940","Kentucky","210","Boyle","0210","Boyle",83.2
"G2100230","1940","Kentucky","210","Bracken","0230","Bracken",91.8
"G2100250","1940","Kentucky","210","Breathitt","0250","Breathitt",67.8
"G2100270","1940","Kentucky","210","Breckinridge","0270","Breckinridge",115.1
"G2100290","1940","Kentucky","210","Bullitt","0290","Bullitt",118.6
"G2100310","1940","Kentucky","210","Butler","0310","Butler",107.1
"G2100330","1940","Kentucky","210","Caldwell","0330","Caldwell",118.5
"G2100350","1940","Kentucky","210","Calloway","0350","Calloway",75.6
"G2100370","1940","Kentucky","210","Campbell","0370","Campbell",61.0
"G2100390","1940","Kentucky","210","Carlisle","0390","Carlisle",94.2
"G2100410","1940","Kentucky","210","Carroll","0410","Carroll",85.1
"G2100430","1940","Kentucky","210","Carter","0430","Carter",71.3
"G2100450","1940","Kentucky","210","Casey","0450","Casey",67.2
"G2100470","1940","Kentucky","210","Christian","0470","Christian",126.2
"G2100490","1940","Kentucky","210","Clark","0490","Clark",96.0
"G2100510","1940","Kentucky","210","Clay","0510","Clay",64.8
"G2100530","1940","Kentucky","210","Clinton","0530","Clinton",69.6
"G2100550","1940","Kentucky","210","Crittenden","0550","Crittenden",120.1
"G2100570","1940","Kentucky","210","Cumberland","0570","Cumberland",84.0
"G2100590","1940","Kentucky","210","Daviess","0590","Daviess",78.9
"G2100610","1940","Kentucky","210","Edmonson","0610","Edmonson",72.9
"G2100630","1940","Kentucky","210","Elliott","0630","Elliott",86.6
"G2100650","1940","Kentucky","210","Estill","0650","Estill",62.8
"G2100670","1940","Kentucky","210","Fayette","0670","Fayette",138.7
"G2100690","1940","Kentucky","210","Fleming","0690","Fleming",82.3
"G2100710","1940","Kentucky","210","Floyd","0710","Floyd",39.6
"G2100730","1940","Kentucky","210","Franklin","0730","Franklin",91.1
"G2100750","1940","Kentucky","210","Fulton","0750","Fulton",107.8
"G2100770","1940","Kentucky","210","Gallatin","0770","Gallatin",82.3
"G2100790","1940","Kentucky","210","Garrard","0790","Garrard",71.6
"G2100810","1940","Kentucky","210","Grant","0810","Grant",99.2
"G2100830","1940","Kentucky","210","Graves","0830","Graves",75.4
"G2100850","1940","Kentucky","210","Grayson","0850","Grayson",96.0
"G2100870","1940","Kentucky","210","Green","0870","Green",61.1
"G2100890","1940","Kentucky","210","Greenup","0890","Greenup",82.5
"G2100910","1940","Kentucky","210","Hancock","0910","Hancock",89.4
"G2100930","1940","Kentucky","210","Hardin","0930","Hardin",111.5
"G2100950","1940","Kentucky","210","Harlan","0950","Harlan",48.2
"G2100970","1940","Kentucky","210","Harrison","0970","Harrison",73.8
"G2100990","1940","Kentucky","210","Hart","0990","Hart",80.6
"G2101010","1940","Kentucky","210","Henderson","1010","Henderson",131.4
"G2101030","1940","Kentucky","210","Henry","1030","Henry",113.0
"G2101050","1940","Kentucky","210","Hickman","1050","Hickman",103.5
"G2101070","1940","Kentucky","210","Hopkins","1070","Hopkins",101.1
"G2101090","1940","Kentucky","210","Jackson","1090","Jackson",56.1
"G2101110","1940","Kentucky","210","Jefferson","1110","Jefferson",52.2
"G2101130","1940","Kentucky","210","Jessamine","1130","Jessamine",91.3
"G2101150","1940","Kentucky","210","Johnson","1150","Johnson",52.7
"G2101170","1940","Kentucky","210","Kenton","1170","Kenton",59.3
"G2101190","1940","Kentucky","210","Knott","1190","Knott",55.0
"G2101210","1940","Kentucky","210","Knox","1210","Knox",48.6
"G2101230","1940","Kentucky","210","Larue","1230","Larue",106.0
"G2101250","1940","Kentucky","210","Laurel","1250","Laurel",47.4
"G2101270","1940","Kentucky","210","Lawrence","1270","Lawrence",84.9
"G2101290","1940","Kentucky","210","Lee","1290","Lee",54.8
"G2101310","1940","Kentucky","210","Leslie","1310","Leslie",68.6
"G2101330","1940","Kentucky","210","Letcher","1330","Letcher",43.5
"G2101350","1940","Kentucky","210","Lewis","1350","Lewis",107.5
"G2101370","1940","Kentucky","210","Lincoln","1370","Lincoln",67.0
"G2101390","1940","Kentucky","210","Livingston","1390","Livingston",142.4
"G2101410","1940","Kentucky","210","Logan","1410","Logan",106.8
"G2101430","1940","Kentucky","210","Lyon","1430","Lyon",118.5
"G2101450","1940","Kentucky","210","McCracken","1450","Mccracken",62.7
"G2101470","1940","Kentucky","210","McCreary","1470","Mccreary",28.2
"G2101490","1940","Kentucky","210","McLean","1490","Mclean",100.0
"G2101510","1940","Kentucky","210","Madison","1510","Madison",68.4
"G2101530","1940","Kentucky","210","Magoffin","1530","Magoffin",55.1
"G2101550","1940","Kentucky","210","Marion","1550","Marion",92.2
"G2101570","1940","Kentucky","210","Marshall","1570","Marshall",79.3
"G2101590","1940","Kentucky","210","Martin","1590","Martin",62.1
"G2101610","1940","Kentucky","210","Mason","1610","Mason",92.4
"G2101630","1940","Kentucky","210","Meade","1630","Meade",122.7
"G2101650","1940","Kentucky","210","Menifee","1650","Menifee",84.2
"G2101670","1940","Kentucky","210","Mercer","1670","Mercer",76.8
"G2101690","1940","Kentucky","210","Metcalfe","1690","Metcalfe",71.9
"G2101710","1940","Kentucky","210","Monroe","1710","Monroe",79.2
"G2101730","1940","Kentucky","210","Montgomery","1730","Montgomery",97.5
"G2101750","1940","Kentucky","210","Morgan","1750","Morgan",71.8
"G2101770","1940","Kentucky","210","Muhlenberg","1770","Muhlenberg",76.9
"G2101790","1940","Kentucky","210","Nelson","1790","Nelson",117.9
"G2101810","1940","Kentucky","210","Nicholas","1810","Nicholas",80.2
"G2101830","1940","Kentucky","210","Ohio","1830","Ohio",87.0
"G2101850","1940","Kentucky","210","Oldham","1850","Oldham",142.6
"G2101870","1940","Kentucky","210","Owen","1870","Owen",102.6
"G2101890","1940","Kentucky","210","Owsley","1890","Owsley",57.8
"G2101910","1940","Kentucky","210","Pendleton","1910","Pendleton",95.2
"G2101930","1940","Kentucky","210","Perry","1930","Perry",40.3
"G2101950","1940","Kentucky","210","Pike","1950","Pike",48.1
"G2101970","1940","Kentucky","210","Powell","1970","Powell",74.2
"G2101990","1940","Kentucky","210","Pulaski","1990","Pulaski",59.7
"G2102010","1940","Kentucky","210","Robertson","2010","Robertson",79.0
"G2102030","1940","Kentucky","210","Rockcastle","2030","Rockcastle",62.7
"G2102050","1940","Kentucky","210","Rowan","2050","Rowan",84.1
"G2102070","1940","Kentucky","210","Russell","2070","Russell",66.8
"G2102090","1940","Kentucky","210","Scott","2090","Scott",103.3
"G2102110","1940","Kentucky","210","Shelby","2110","Shelby",110.0
"G2102130","1940","Kentucky","210","Simpson","2130","Simpson",105.4
"G2102150","1940","Kentucky","210","Spencer","2150","Spencer",102.9
"G2102170","1940","Kentucky","210","Taylor","2170","Taylor",84.5
"G2102190","1940","Kentucky","210","Todd","2190","Todd",121.1
"G2102210","1940","Kentucky","210","Trigg","2210","Trigg",147.5
"G2102230","1940","Kentucky","210","Trimble","2230","Trimble",82.8
"G2102250","1940","Kentucky","210","Union","2250","Union",170.1
"G2102270","1940","Kentucky","210","Warren","2270","Warren",86.9
"G2102290","1940","Kentucky","210","Washington","2290","Washington",81.2
"G2102310","1940","Kentucky","210","Wayne","2310","Wayne",93.3
"G2102330","1940","Kentucky","210","Webster","2330","Webster",106.7
"G2102350","1940","Kentucky","210","Whitley","2350","Whitley",52.6
"G2102370","1940","Kentucky","210","Wolfe","2370","Wolfe",61.6
"G2102390","1940","Kentucky","210","Woodford","2390","Woodford",144.1
"G2200010","1940","Louisiana","220","Acadia","0010","Acadia",75.9
"G2200030","1940","Louisiana","220","Allen","0030","Allen",78.7
"G2200050","1940","Louisiana","220","Ascension","0050","Ascension",52.9
"G2200070","1940","Louisiana","220","Assumption","0070","Assumption",170.6
"G2200090","1940","Louisiana","220","Avoyelles","0090","Avoyelles",33.0
"G2200110","1940","Louisiana","220","Beauregard","0110","Beauregard",67.1
"G2200130","1940","Louisiana","220","Bienville","0130","Bienville",81.9
"G2200150","1940","Louisiana","220","Bossier","0150","Bossier",70.9
"G2200170","1940","Louisiana","220","Caddo","0170","Caddo",57.6
"G2200190","1940","Louisiana","220","Calcasieu","0190","Calcasieu",102.3
"G2200210","1940","Louisiana","220","Caldwell","0210","Caldwell",60.8
"G2200230","1940","Louisiana","220","Cameron","0230","Cameron",85.2
"G2200250","1940","Louisiana","220","Catahoula","0250","Catahoula",47.9
"G2200270","1940","Louisiana","220","Claiborne","0270","Claiborne",94.3
"G2200290","1940","Louisiana","220","Concordia","0290","Concordia",92.7
"G2200310","1940","Louisiana","220","De Soto","0310","De Soto",69.5
"G2200330","1940","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",82.0
"G2200350","1940","Louisiana","220","East Carroll","0350","East Carroll",43.5
"G2200370","1940","Louisiana","220","East Feliciana","0370","East Feliciana",97.5
"G2200390","1940","Louisiana","220","Evangeline","0390","Evangeline",40.1
"G2200410","1940","Louisiana","220","Franklin","0410","Franklin",40.7
"G2200430","1940","Louisiana","220","Grant","0430","Grant",58.4
"G2200450","1940","Louisiana","220","Iberia","0450","Iberia",84.1
"G2200470","1940","Louisiana","220","Iberville","0470","Iberville",126.3
"G2200490","1940","Louisiana","220","Jackson","0490","Jackson",78.9
"G2200510","1940","Louisiana","220","Jefferson","0510","Jefferson",40.8
"G2200530","1940","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",162.5
"G2200550","1940","Louisiana","220","Lafayette","0550","Lafayette",39.8
"G2200570","1940","Louisiana","220","Lafourche","0570","Lafourche",227.7
"G2200590","1940","Louisiana","220","La Salle","0590","La Salle",48.6
"G2200610","1940","Louisiana","220","Lincoln","0610","Lincoln",87.5
"G2200630","1940","Louisiana","220","Livingston","0630","Livingston",38.5
"G2200650","1940","Louisiana","220","Madison","0650","Madison",66.9
"G2200670","1940","Louisiana","220","Morehouse","0670","Morehouse",55.8
"G2200690","1940","Louisiana","220","Natchitoches","0690","Natchitoches",57.4
"G2200710","1940","Louisiana","220","Orleans","0710","Orleans",60.5
"G2200730","1940","Louisiana","220","Ouachita","0730","Ouachita",68.9
"G2200750","1940","Louisiana","220","Plaquemines","0750","Plaquemines",76.1
"G2200770","1940","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",70.5
"G2200790","1940","Louisiana","220","Rapides","0790","Rapides",66.9
"G2200810","1940","Louisiana","220","Red River","0810","Red River",70.8
"G2200830","1940","Louisiana","220","Richland","0830","Richland",42.9
"G2200850","1940","Louisiana","220","Sabine","0850","Sabine",67.2
"G2200870","1940","Louisiana","220","St Bernard","0870","St Bernard",52.1
"G2200890","1940","Louisiana","220","St Charles","0890","St Charles",114.0
"G2200910","1940","Louisiana","220","St Helena","0910","St Helena",66.1
"G2200930","1940","Louisiana","220","St James","0930","St James",132.8
"G2200950","1940","Louisiana","220","St John The Baptist","0950","St John The Baptist",175.9
"G2200970","1940","Louisiana","220","St Landry","0970","St Landry",36.4
"G2200990","1940","Louisiana","220","St Martin","0990","St Martin",52.7
"G2201010","1940","Louisiana","220","St Mary","1010","St Mary",292.8
"G2201030","1940","Louisiana","220","St Tammany","1030","St Tammany",63.3
"G2201050","1940","Louisiana","220","Tangipahoa","1050","Tangipahoa",42.6
"G2201070","1940","Louisiana","220","Tensas","1070","Tensas",88.3
"G2201090","1940","Louisiana","220","Terrebonne","1090","Terrebonne",125.0
"G2201110","1940","Louisiana","220","Union","1110","Union",76.8
"G2201130","1940","Louisiana","220","Vermilion","1130","Vermilion",93.2
"G2201150","1940","Louisiana","220","Vernon","1150","Vernon",55.7
"G2201170","1940","Louisiana","220","Washington","1170","Washington",66.5
"G2201190","1940","Louisiana","220","Webster","1190","Webster",82.1
"G2201210","1940","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",91.2
"G2201230","1940","Louisiana","220","West Carroll","1230","West Carroll",45.9
"G2201250","1940","Louisiana","220","West Feliciana","1250","West Feliciana",101.3
"G2201270","1940","Louisiana","220","Winn","1270","Winn",64.3
"G2300010","1940","Maine","230","Androscoggin","0010","Androscoggin",80.3
"G2300030","1940","Maine","230","Aroostook","0030","Aroostook",139.0
"G2300050","1940","Maine","230","Cumberland","0050","Cumberland",76.1
"G2300070","1940","Maine","230","Franklin","0070","Franklin",126.4
"G2300090","1940","Maine","230","Hancock","0090","Hancock",87.6
"G2300110","1940","Maine","230","Kennebec","0110","Kennebec",91.3
"G2300130","1940","Maine","230","Knox","0130","Knox",75.7
"G2300150","1940","Maine","230","Lincoln","0150","Lincoln",81.2
"G2300170","1940","Maine","230","Oxford","0170","Oxford",123.0
"G2300190","1940","Maine","230","Penobscot","0190","Penobscot",113.2
"G2300210","1940","Maine","230","Piscataquis","0210","Piscataquis",141.5
"G2300230","1940","Maine","230","Sagadahoc","0230","Sagadahoc",110.3
"G2300250","1940","Maine","230","Somerset","0250","Somerset",131.7
"G2300270","1940","Maine","230","Waldo","0270","Waldo",110.0
"G2300290","1940","Maine","230","Washington","0290","Washington",123.5
"G2300310","1940","Maine","230","York","0310","York",86.9
"G2400010","1940","Maryland","240","Allegany","0010","Allegany",117.0
"G2400030","1940","Maryland","240","Anne Arundel","0030","Anne Arundel",81.7
"G2400050","1940","Maryland","240","Baltimore","0050","Baltimore",64.1
"G2400090","1940","Maryland","240","Calvert","0090","Calvert",86.6
"G2400110","1940","Maryland","240","Caroline","0110","Caroline",93.5
"G2400130","1940","Maryland","240","Carroll","0130","Carroll",80.6
"G2400150","1940","Maryland","240","Cecil","0150","Cecil",120.3
"G2400170","1940","Maryland","240","Charles","0170","Charles",142.8
"G2400190","1940","Maryland","240","Dorchester","0190","Dorchester",124.5
"G2400210","1940","Maryland","240","Frederick","0210","Frederick",99.8
"G2400230","1940","Maryland","240","Garrett","0230","Garrett",113.9
"G2400250","1940","Maryland","240","Harford","0250","Harford",90.8
"G2400270","1940","Maryland","240","Howard","0270","Howard",122.9
"G2400290","1940","Maryland","240","Kent","0290","Kent",191.2
"G2400310","1940","Maryland","240","Montgomery","0310","Montgomery",106.1
"G2400330","1940","Maryland","240","Prince Georges","0330","Prince Georges",86.0
"G2400350","1940","Maryland","240","Queen Anne's","0350","Queen Anne's",164.1
"G2400370","1940","Maryland","240","St Mary's","0370","St Mary's",109.4
"G2400390","1940","Maryland","240","Somerset","0390","Somerset",82.0
"G2400410","1940","Maryland","240","Talbot","0410","Talbot",147.0
"G2400430","1940","Maryland","240","Washington","0430","Washington",85.6
"G2400450","1940","Maryland","240","Wicomico","0450","Wicomico",68.3
"G2400470","1940","Maryland","240","Worcester","0470","Worcester",99.5
"G2405100","1940","Maryland","240","Baltimore City","5100","Baltimore City",30.5
"G2500010","1940","Massachusetts","250","Barnstable","0010","Barnstable",24.9
"G2500030","1940","Massachusetts","250","Berkshire","0030","Berkshire",136.9
"G2500050","1940","Massachusetts","250","Bristol","0050","Bristol",38.6
"G2500070","1940","Massachusetts","250","Dukes","0070","Dukes",83.7
"G2500090","1940","Massachusetts","250","Essex","0090","Essex",49.8
"G2500110","1940","Massachusetts","250","Franklin","0110","Franklin",93.5
"G2500130","1940","Massachusetts","250","Hampden","0130","Hampden",75.5
"G2500150","1940","Massachusetts","250","Hampshire","0150","Hampshire",77.4
"G2500170","1940","Massachusetts","250","Middlesex","0170","Middlesex",52.1
"G2500190","1940","Massachusetts","250","Nantucket","0190","Nantucket",137.5
